,phage,host
2164,nc 030910,pseudomonas aeruginosa
2165,nc 030918,pseudomonas aeruginosa
2166,nc 030929,pseudomonas aeruginosa
2167,nc 030931,pseudomonas aeruginosa
2168,nc 030940,pseudomonas aeruginosa
2169,nc 031053,pseudomonas aeruginosa
2170,nc 031063,pseudomonas aeruginosa
2171,nc 031073,pseudomonas aeruginosa
2172,nc 031091,pseudomonas aeruginosa
2173,nc 031095,pseudomonas aeruginosa
2174,nc 031104,pseudomonas aeruginosa
2175,nc 031110,pseudomonas aeruginosa
2176,nc 031274,pseudomonas aeruginosa
2177,nc 041865,pseudomonas aeruginosa
2178,nc 041870,pseudomonas aeruginosa
2179,nc 041877,pseudomonas aeruginosa
2180,nc 041902,pseudomonas aeruginosa
2181,nc 041903,pseudomonas aeruginosa
2182,nc 041904,pseudomonas aeruginosa
2183,nc 041907,pseudomonas aeruginosa
2184,nc 041934,pseudomonas aeruginosa
2185,nc 041953,pseudomonas aeruginosa
2186,nc 041968,pseudomonas aeruginosa
2187,nc 042060,pseudomonas aeruginosa
2188,nc 042071,pseudomonas aeruginosa
2189,nc 042072,pseudomonas aeruginosa
2190,nc 042073,pseudomonas aeruginosa
2191,nc 042081,pseudomonas aeruginosa
2192,nc 042113,pseudomonas aeruginosa
2193,nc 042115,pseudomonas aeruginosa
2194,nc 042342,pseudomonas aeruginosa
2195,nc 042343,pseudomonas aeruginosa
2196,nc 016764,pseudomonas agarici
2197,nc 010821,pseudomonas chlororaphis
2198,nc 016764,pseudomonas cichorii
2199,nc 016764,pseudomonas costantinii
2200,nc 013638,pseudomonas fluorescens
2201,nc 015264,pseudomonas fluorescens
2202,nc 016571,pseudomonas fluorescens
2203,nc 016764,pseudomonas fluorescens
2204,nc 018850,pseudomonas fluorescens
2205,nc 021062,pseudomonas fluorescens
2206,nc 026607,pseudomonas fluorescens
2207,nc 027292,pseudomonas fluorescens
2208,nc 028758,pseudomonas fluorescens
2209,nc 028795,pseudomonas fluorescens
2210,nc 029102,pseudomonas fluorescens
2211,nc 041994,pseudomonas fluorescens
2212,nc 028795,pseudomonas gingeri
2213,nc 029102,pseudomonas gingeri
2214,nc 016764,pseudomonas poae
2215,nc 004665,pseudomonas putida
2216,nc 007456,pseudomonas putida
2217,nc 016764,pseudomonas putida
2218,nc 017971,pseudomonas putida
2219,nc 017972,pseudomonas putida
2220,nc 023693,pseudomonas putida
2221,nc 028795,pseudomonas putida
2222,nc 029102,pseudomonas putida
2223,nc 030923,pseudomonas putida
2224,nc 041880,pseudomonas putida
2225,nc 041881,pseudomonas putida
2226,nc 026607,pseudomonas putrefaciens
2227,nc 016764,pseudomonas rhizosphaerae
2228,nc 028795,pseudomonas segetis
2229,nc 029102,pseudomonas segetis
2230,nc 003299,pseudomonas syringae
2231,nc 003300,pseudomonas syringae
2232,nc 003301,pseudomonas syringae
2233,nc 003714,pseudomonas syringae
2234,nc 003715,pseudomonas syringae
2235,nc 003716,pseudomonas syringae
2236,nc 004170,pseudomonas syringae
2237,nc 004171,pseudomonas syringae
2238,nc 004172,pseudomonas syringae
2239,nc 004173,pseudomonas syringae
2240,nc 004174,pseudomonas syringae
2241,nc 004175,pseudomonas syringae
2242,nc 012091,pseudomonas syringae
2243,nc 012092,pseudomonas syringae
2244,nc 012093,pseudomonas syringae
2245,nc 023601,pseudomonas syringae
2246,nc 024362,pseudomonas syringae
2247,nc 024365,pseudomonas syringae
2248,nc 028661,pseudomonas syringae
2249,nc 030934,pseudomonas syringae
2250,nc 031014,pseudomonas syringae
2251,nc 042054,pseudomonas syringae
2252,nc 042091,pseudomonas syringae
2253,nc 042092,pseudomonas syringae
2254,nc 026607,pseudomonas taetrolens
2255,nc 016764,pseudomonas tolaasii
2256,nc 042107,pseudomonas tolaasii
2257,nc 005131,ralstonia pickettii
2258,nc 028758,ralstonia pickettii
2259,nc 008575,ralstonia solanacearum
2260,nc 009382,ralstonia solanacearum
2261,nc 011201,ralstonia solanacearum
2262,nc 015297,ralstonia solanacearum
2263,nc 019548,ralstonia solanacearum
2264,nc 021862,ralstonia solanacearum
2265,nc 021866,ralstonia solanacearum
2266,nc 022915,ralstonia solanacearum
2267,nc 022917,ralstonia solanacearum
2268,nc 023736,ralstonia solanacearum
2269,nc 025115,ralstonia solanacearum
2270,nc 025454,ralstonia solanacearum
2271,nc 028899,ralstonia solanacearum
2272,nc 028988,ralstonia solanacearum
2273,nc 029007,ralstonia solanacearum
2274,nc 029107,ralstonia solanacearum
2275,nc 041911,ralstonia solanacearum
2276,nc 028695,raoultella ornithinolytica
2277,nc 028908,raoultella ornithinolytica
2278,nc 029033,raoultella ornithinolytica
2279,nc 029106,raoultella ornithinolytica
2280,nc 023566,rhizobium etli
2281,nc 025427,rhizobium etli
2282,nc 027296,rhizobium etli
2283,nc 034248,rhizobium etli
2284,nc 041908,rhizobium etli
2285,nc 023566,rhizobium gallicum
2286,nc 025427,rhizobium gallicum
2287,nc 023502,rhizobium leguminosarum
2288,nc 023566,rhizobium leguminosarum
2289,nc 025427,rhizobium leguminosarum
2290,nc 025429,rhizobium leguminosarum
2291,nc 023566,rhizobium leucaenae
2292,nc 021557,rhizobium radiobacter
2293,nc 021560,rhizobium radiobacter
2294,nc 016165,rhodobacter capsulatus
2295,nc 020489,rhodobacter capsulatus
2296,nc 028954,rhodobacter capsulatus
2297,nc 029097,rhodobacter capsulatus
2298,nc 041963,rhodobacter capsulatus
2299,nc 042049,rhodobacter capsulatus
2300,nc 016165,rhodobacter sphaeroides
2301,nc 016652,rhodococcus equi
2302,nc 016654,rhodococcus equi
2303,nc 016655,rhodococcus equi
2304,nc 021347,rhodococcus equi
2305,nc 023694,rhodococcus equi
2306,nc 023706,rhodococcus equi
2307,nc 023722,rhodococcus equi
2308,nc 023735,rhodococcus equi
2309,nc 016653,rhodococcus erythropolis
2310,nc 021063,rhodococcus erythropolis
2311,nc 021347,rhodococcus erythropolis
2312,nc 028677,rhodococcus erythropolis
2313,nc 041887,rhodococcus erythropolis
2314,nc 042040,rhodococcus erythropolis
2315,nc 021347,rhodococcus fascians
2316,nc 016650,rhodococcus globerulus
2317,nc 021063,rhodococcus globerulus
2318,nc 021347,rhodococcus opacus
2319,nc 016651,rhodococcus rhodochrous
2320,nc 021347,rhodococcus rhodochrous
2321,nc 021347,rhodococcus ruber
2322,nc 016165,rhodopseudomonas palustris
2323,nc 016165,rhodospirillum centenum
2324,nc 004735,rhodothermus marinus
2325,nc 019490,riemerella anatipestifer
2326,nc 015466,roseobacter denitrificans
2327,nc 041958,roseobacter denitrificans
2328,nc 015466,roseobacter litoralis
2329,nc 012697,ruegeria pomeroyi
2330,nc 025428,ruegeria pomeroyi
2331,nc 028758,saccharibacter floricola
2332,nc 042348,salinibacter ruber
2333,nc 042349,salinibacter ruber
2334,nc 042350,salinibacter ruber
2335,nc 042351,salinibacter ruber
2336,nc 042352,salinibacter ruber
2337,nc 019540,salinivibrio costicola
2338,nc 002371,salmonella enterica
2339,nc 004313,salmonella enterica
2340,nc 004348,salmonella enterica
2341,nc 004775,salmonella enterica
2342,nc 006940,salmonella enterica
2343,nc 010495,salmonella enterica
2344,nc 010807,salmonella enterica
2345,nc 011802,salmonella enterica
2346,nc 011976,salmonella enterica
2347,nc 013059,salmonella enterica
2348,nc 014900,salmonella enterica
2349,nc 015269,salmonella enterica
2350,nc 015271,salmonella enterica
2351,nc 015296,salmonella enterica
2352,nc 015938,salmonella enterica
2353,nc 016073,salmonella enterica
2354,nc 016563,salmonella enterica
2355,nc 016763,salmonella enterica
2356,nc 018843,salmonella enterica
2357,nc 018856,salmonella enterica
2358,nc 018863,salmonella enterica
2359,nc 019452,salmonella enterica
2360,nc 019488,salmonella enterica
2361,nc 019530,salmonella enterica
2362,nc 019539,salmonella enterica
2363,nc 020414,salmonella enterica
2364,nc 020416,salmonella enterica
2365,nc 021531,salmonella enterica
2366,nc 021774,salmonella enterica
2367,nc 021783,salmonella enterica
2368,nc 021801,salmonella enterica
2369,nc 023007,salmonella enterica
2370,nc 023558,salmonella enterica
2371,nc 023608,salmonella enterica
2372,nc 024204,salmonella enterica
2373,nc 025423,salmonella enterica
2374,nc 025442,salmonella enterica
2375,nc 025443,salmonella enterica
2376,nc 026607,salmonella enterica
2377,nc 027119,salmonella enterica
2378,nc 027329,salmonella enterica
2379,nc 027352,salmonella enterica
2380,nc 027360,salmonella enterica
2381,nc 027375,salmonella enterica
2382,nc 027387,salmonella enterica
2383,nc 027388,salmonella enterica
2384,nc 028696,salmonella enterica
2385,nc 028698,salmonella enterica
2386,nc 028699,salmonella enterica
2387,nc 028701,salmonella enterica
2388,nc 028754,salmonella enterica
2389,nc 028758,salmonella enterica
2390,nc 028795,salmonella enterica
2391,nc 029003,salmonella enterica
2392,nc 029010,salmonella enterica
2393,nc 029015,salmonella enterica
2394,nc 029101,salmonella enterica
2395,nc 029102,salmonella enterica
2396,nc 030919,salmonella enterica
2397,nc 031019,salmonella enterica
2398,nc 031021,salmonella enterica
2399,nc 031045,salmonella enterica
2400,nc 031053,salmonella enterica
2401,nc 031095,salmonella enterica
2402,nc 031128,salmonella enterica
2403,nc 031129,salmonella enterica
2404,nc 031228,salmonella enterica
2405,nc 031250,salmonella enterica
2406,nc 031258,salmonella enterica
2407,nc 031271,salmonella enterica
2408,nc 031902,salmonella enterica
2409,nc 031918,salmonella enterica
2410,nc 031925,salmonella enterica
2411,nc 031930,salmonella enterica
2412,nc 031933,salmonella enterica
2413,nc 031939,salmonella enterica
2414,nc 031940,salmonella enterica
2415,nc 031946,salmonella enterica
2416,nc 041922,salmonella enterica
2417,nc 042025,salmonella enterica
2418,nc 042038,salmonella enterica
2419,nc 042044,salmonella enterica
2420,nc 042062,salmonella enterica
2421,nc 042063,salmonella enterica
2422,nc 042064,salmonella enterica
2423,nc 042065,salmonella enterica
2424,nc 042066,salmonella enterica
2425,nc 042096,salmonella enterica
2426,nc 042097,salmonella enterica
2427,nc 016071,salmonella enteritidis
2428,nc 022752,salmonella enteritidis
2429,nc 022754,salmonella enteritidis
2430,nc 022772,salmonella enteritidis
2431,nc 041991,salmonella enteritidis
2432,nc 021317,salmonella gallinarum
2433,nc 029045,salmonella gallinarum
2434,nc 026017,salmonella paratyphi
2435,nc 029050,salmonella paratyphi
2436,nc 029072,salmonella paratyphi
2437,nc 018275,salmonella serovar
2438,nc 018279,salmonella serovar
2439,nc 029042,salmonella typhi
2440,nc 004831,salmonella typhimurium
2441,nc 005841,salmonella typhimurium
2442,nc 006949,salmonella typhimurium
2443,nc 010391,salmonella typhimurium
2444,nc 010392,salmonella typhimurium
2445,nc 010393,salmonella typhimurium
2446,nc 010463,salmonella typhimurium
2447,nc 019545,salmonella typhimurium
2448,nc 022768,salmonella typhimurium
2449,nc 027297,salmonella typhimurium
2450,nc 029071,salmonella typhimurium
2451,nc 031026,salmonella typhimurium
2452,nc 031042,salmonella typhimurium
2453,nc 019452,serratia marcescens
2454,nc 024121,serratia marcescens
2455,nc 028695,serratia marcescens
2456,nc 028908,serratia marcescens
2457,nc 029033,serratia marcescens
2458,nc 029106,serratia marcescens
2459,nc 041917,serratia marcescens
2460,nc 042047,serratia rubidaea
2461,nc 023594,shewanella putrefaciens
2462,mg592390.1,shewanella sp. 10n.6
2463,mg592407.1,shewanella sp. 10n.6
2464,mg592427.1,shewanella sp. 10n.6
2465,mg592429.1,shewanella sp. 10n.6
2466,mg592431.1,shewanella sp. 10n.6
2467,mg592432.1,shewanella sp. 10n.6
2468,mg592433.1,shewanella sp. 10n.6
2469,mg592435.1,shewanella sp. 10n.6
2470,mg592441.1,shewanella sp. 10n.6
2471,mg592456.1,shewanella sp. 10n.6
2472,mg592458.1,shewanella sp. 10n.6
2473,mg592462.1,shewanella sp. 10n.6
2474,mg592526.1,shewanella sp. 10n.6
2475,mg592529.1,shewanella sp. 10n.6
2476,mg592540.1,shewanella sp. 10n.6
2477,mg592585.1,shewanella sp. 10n.6
2478,mg592619.1,shewanella sp. 10n.6
2479,mg592635.1,shewanella sp. 10n.6
2480,mg592638.1,shewanella sp. 10n.6
2481,mg592643.1,shewanella sp. 10n.6
2482,mg592660.1,shewanella sp. 10n.6
2483,mg592666.1,shewanella sp. 10n.6
2484,mg592668.1,shewanella sp. 10n.6
2485,mg592394.1,shewanella sp. 10n.7
2486,mg592395.1,shewanella sp. 10n.7
2487,mg592408.1,shewanella sp. 10n.7
2488,mg592420.1,shewanella sp. 10n.7
2489,mg592424.1,shewanella sp. 10n.7
2490,mg592433.1,shewanella sp. 10n.7
2491,mg592435.1,shewanella sp. 10n.7
2492,mg592436.1,shewanella sp. 10n.7
2493,mg592446.1,shewanella sp. 10n.7
2494,mg592452.1,shewanella sp. 10n.7
2495,mg592472.1,shewanella sp. 10n.7
2496,mg592473.1,shewanella sp. 10n.7
2497,mg592500.1,shewanella sp. 10n.7
2498,mg592502.1,shewanella sp. 10n.7
2499,mg592516.1,shewanella sp. 10n.7
2500,mg592561.1,shewanella sp. 10n.7
2501,mg592563.1,shewanella sp. 10n.7
2502,mg592580.1,shewanella sp. 10n.7
2503,mg592595.1,shewanella sp. 10n.7
2504,mg592601.1,shewanella sp. 10n.7
2505,mg592629.1,shewanella sp. 10n.7
2506,mg592640.1,shewanella sp. 10n.7
2507,mg592642.1,shewanella sp. 10n.7
2508,mg592647.1,shewanella sp. 10n.7
2509,mg592666.1,shewanella sp. 10n.7
2510,mg592668.1,shewanella sp. 10n.7
2511,nc 013693,shigella boydii
2512,nc 016073,shigella boydii
2513,nc 021783,shigella boydii
2514,nc 023589,shigella boydii
2515,nc 025829,shigella boydii
2516,nc 026010,shigella boydii
2517,nc 027387,shigella boydii
2518,nc 031053,shigella boydii
2519,nc 031095,shigella boydii
2520,nc 042076,shigella boydii
2521,nc 019452,shigella dysentriae
2522,nc 027387,shigella dysentriae
2523,nc 003444,shigella flexneri
2524,nc 005344,shigella flexneri
2525,nc 015456,shigella flexneri
2526,nc 015457,shigella flexneri
2527,nc 016073,shigella flexneri
2528,nc 018863,shigella flexneri
2529,nc 021331,shigella flexneri
2530,nc 021783,shigella flexneri
2531,nc 022749,shigella flexneri
2532,nc 025434,shigella flexneri
2533,nc 025437,shigella flexneri
2534,nc 025829,shigella flexneri
2535,nc 026010,shigella flexneri
2536,nc 027339,shigella flexneri
2537,nc 027382,shigella flexneri
2538,nc 027398,shigella flexneri
2539,nc 028795,shigella flexneri
2540,nc 029102,shigella flexneri
2541,nc 031053,shigella flexneri
2542,nc 031095,shigella flexneri
2543,nc 042017,shigella flexneri
2544,nc 042039,shigella flexneri
2545,nc 042075,shigella flexneri
2546,nc 042077,shigella flexneri
2547,nc 042078,shigella flexneri
2548,nc 014595,shigella sonnei
2549,nc 016566,shigella sonnei
2550,nc 025829,shigella sonnei
2551,nc 026010,shigella sonnei
2552,nc 027387,shigella sonnei
2553,nc 028685,shigella sonnei
2554,nc 028695,shigella sonnei
2555,nc 028908,shigella sonnei
2556,nc 029033,shigella sonnei
2557,nc 029106,shigella sonnei
2558,nc 029120,shigella sonnei
2559,nc 030953,shigella sonnei
2560,nc 031011,shigella sonnei
2561,nc 031022,shigella sonnei
2562,nc 031085,shigella sonnei
2563,nc 031090,shigella sonnei
2564,nc 041995,shigella sonnei
2565,nc 003324,sinorhizobium meliloti
2566,nc 023566,sinorhizobium meliloti
2567,nc 025427,sinorhizobium meliloti
2568,nc 027204,sinorhizobium meliloti
2569,nc 028676,sinorhizobium meliloti
2570,nc 028945,sinorhizobium meliloti
2571,nc 041929,sinorhizobium meliloti
2572,nc 007902,sodalis glossinidius
2573,nc 013600,sodalis glossinidius
2574,nc 019521,sphingomonas paucimobilis
2575,nc 001365,spiroplasma citri
2576,nc 003793,spiroplasma citri
2577,nc 009987,spiroplasma kunkelii
2578,nc 003438,spiroplasma melliferum
2579,pg 2021 1,staphylococcus arlettae
2580,pg 2021 10,staphylococcus arlettae
2581,pg 2021 12,staphylococcus arlettae
2582,pg 2021 14,staphylococcus arlettae
2583,pg 2021 15,staphylococcus arlettae
2584,pg 2021 16,staphylococcus arlettae
2585,pg 2021 17,staphylococcus arlettae
2586,pg 2021 18,staphylococcus arlettae
2587,pg 2021 19,staphylococcus arlettae
2588,pg 2021 2,staphylococcus arlettae
2589,pg 2021 22,staphylococcus arlettae
2590,pg 2021 23,staphylococcus arlettae
2591,pg 2021 27,staphylococcus arlettae
2592,pg 2021 29,staphylococcus arlettae
2593,pg 2021 31,staphylococcus arlettae
2594,pg 2021 33,staphylococcus arlettae
2595,pg 2021 35,staphylococcus arlettae
2596,pg 2021 38,staphylococcus arlettae
2597,pg 2021 4,staphylococcus arlettae
2598,pg 2021 40,staphylococcus arlettae
2599,pg 2021 41,staphylococcus arlettae
2600,pg 2021 43,staphylococcus arlettae
2601,pg 2021 46,staphylococcus arlettae
2602,pg 2021 47,staphylococcus arlettae
2603,pg 2021 5,staphylococcus arlettae
2604,pg 2021 64,staphylococcus arlettae
2605,pg 2021 67,staphylococcus arlettae
2606,pg 2021 68,staphylococcus arlettae
2607,pg 2021 74,staphylococcus arlettae
2608,pg 2021 76,staphylococcus arlettae
2609,pg 2021 8,staphylococcus arlettae
2610,pg 2021 84,staphylococcus arlettae
2611,pg 2021 86,staphylococcus arlettae
2612,pg 2021 87,staphylococcus arlettae
2613,pg 2021 88,staphylococcus arlettae
2614,pg 2021 89,staphylococcus arlettae
2615,pg 2021 9,staphylococcus arlettae
2616,pg 2021 90,staphylococcus arlettae
2617,pg 2021 93,staphylococcus arlettae
2618,0,staphylococcus aureus
2619,1,staphylococcus aureus
2620,2,staphylococcus aureus
2621,812 (nc 029080; tax:307898; her:475),staphylococcus aureus
2622,k (nc 005880; tax:221915; her:474),staphylococcus aureus
2623,nan,staphylococcus aureus
2624,nc 002321,staphylococcus aureus
2625,nc 002486,staphylococcus aureus
2626,nc 002661,staphylococcus aureus
2627,nc 003288,staphylococcus aureus
2628,nc 004615,staphylococcus aureus
2629,nc 004616,staphylococcus aureus
2630,nc 004617,staphylococcus aureus
2631,nc 004678,staphylococcus aureus
2632,nc 004679,staphylococcus aureus
2633,nc 004740,staphylococcus aureus
2634,nc 005356,staphylococcus aureus
2635,nc 005880,staphylococcus aureus
2636,nc 007021,staphylococcus aureus
2637,nc 007045,staphylococcus aureus
2638,nc 007046,staphylococcus aureus
2639,nc 007048,staphylococcus aureus
2640,nc 007049,staphylococcus aureus
2641,nc 007050,staphylococcus aureus
2642,nc 007051,staphylococcus aureus
2643,nc 007052,staphylococcus aureus
2644,nc 007053,staphylococcus aureus
2645,nc 007054,staphylococcus aureus
2646,nc 007055,staphylococcus aureus
2647,nc 007056,staphylococcus aureus
2648,nc 007057,staphylococcus aureus
2649,nc 007058,staphylococcus aureus
2650,nc 007059,staphylococcus aureus
2651,nc 007060,staphylococcus aureus
2652,nc 007061,staphylococcus aureus
2653,nc 007062,staphylococcus aureus
2654,nc 007063,staphylococcus aureus
2655,nc 007064,staphylococcus aureus
2656,nc 007065,staphylococcus aureus
2657,nc 007066,staphylococcus aureus
2658,nc 008689,staphylococcus aureus
2659,nc 008798,staphylococcus aureus
2660,nc 008799,staphylococcus aureus
2661,nc 009526,staphylococcus aureus
2662,nc 009875,staphylococcus aureus
2663,nc 010147,staphylococcus aureus
2664,nc 010808,staphylococcus aureus
2665,nc 011344,staphylococcus aureus
2666,nc 011612,staphylococcus aureus
2667,nc 011614,staphylococcus aureus
2668,nc 012784,staphylococcus aureus
2669,nc 013195,staphylococcus aureus
2670,nc 014460,staphylococcus aureus
2671,nc 015252,staphylococcus aureus
2672,nc 015253,staphylococcus aureus
2673,nc 015254,staphylococcus aureus
2674,nc 016073,staphylococcus aureus
2675,nc 016563,staphylococcus aureus
2676,nc 016565,staphylococcus aureus
2677,nc 017968,staphylococcus aureus
2678,nc 018856,staphylococcus aureus
2679,nc 018863,staphylococcus aureus
2680,nc 019448,staphylococcus aureus
2681,nc 019511,staphylococcus aureus
2682,nc 019513,staphylococcus aureus
