phage_id	phage_def	host	flag	phage_organism	phage_kingdom	phage_phylum	phage_class	phage_order	phage_family	phage_genus	phage_species	host_kingdom	host_phylum	host_class	host_order	host_family	host_genus	host_species
NC_006294	"Vibrio phage KSF-1phi, complete genome."	Vibrio cholerae	train	Vibrio phage KSF1	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Capistrivirus	Vibrio virus KSF1	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae
NC_001330	"Enterobacteria phage alpha3, complete genome."	Escherichia coli	train	Enterobacteria phage alpha3	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Alphatrevirus	Escherichia virus alpha3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
NC_001331	"Pseudomonas phage Pf1, complete genome."	Pseudomonas aeruginosa	train	Pseudomonas virus Pf1	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Primolicivirus	Pseudomonas virus Pf1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
NC_001332	"Enterobacteria phage I2-2, complete genome."	Escherichia coli	train	Escherichia virus I22	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Lineavirus	Escherichia virus I22	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
NC_001341	"Acholeplasma phage MV-L1, complete genome."	Acholeplasma laidlawii	train	Acholeplasma phage MV-L51	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Plectroviridae	Plectrovirus	Acholeplasma virus L51	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Acholeplasma laidlawii
NC_001825	"Streptococcus phage Cp-1, complete genome."	Streptococcus pneumoniae	train	Streptococcus phage Cp-1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Cepunavirus	Streptococcus virus Cp1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae
NC_004166	"Bacillus phage SPP1, complete genome."	Bacillus subtilis	train	Bacillus phage SPP1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Bacillus phage SPP1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
NC_000896	"Lactobacillus prophage phiadh, complete genome."	Lactobacillus gasseri	train	Lactobacillus phage phiadh	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Lactobacillus phage phiadh	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri
NC_003216	"Listeria phage A118, complete genome."	Listeria monocytogenes	train	Listeria phage A118	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Listeria phage A118	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes
NC_001271	"Yersinia phage phiYeO3-12, complete genome."	Yersinia enterocolitica	train	Yersinia phage phiYeO3-12	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Teetrevirus	Yersinia virus YeO3-12	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Yersinia enterocolitica
NC_002167	"Enterobacteria phage HK97, complete genome."	Escherichia coli	train	Escherichia virus HK97	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Hendrixvirus	Escherichia virus HK97	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
NC_002194	"Chlamydia phage Chp2, complete genome."	Chlamydia psittaci	train	Chlamydia phage 2	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Chlamydiamicrovirus	Chlamydia virus Chp2	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia psittaci
NC_003356	"Enterobacteria phage phiP27, complete genome."	Escherichia coli	train	Enterobacteria phage phiP27	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	NA	Enterobacteria phage phiP27	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
NC_003050	"Streptococcus prophage MM1, complete genome."	Streptococcus pneumoniae	train	Streptococcus phage MM1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Streptococcus phage MM1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae
NC_004112	"Lactobacillus phage A2, complete genome."	Lactobacillus casei	train	Lactobacillus phage A2	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Lactobacillus phage A2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus casei
NC_005294	"Streptococcus prophage EJ-1, complete genome."	Streptococcus pneumoniae	train	Streptococcus phage EJ-1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	NA	Streptococcus phage EJ-1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae
NC_002014	"Enterobacteria phage Ike, complete genome."	Escherichia coli	train	Enterobacteria phage Ike	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Lineavirus	Salmonella virus IKe	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
NC_001426	"Enterobacteria phage GA, complete genome."	Escherichia coli	train	Escherichia virus BZ13	Viruses	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	Levivirus	Escherichia virus BZ13	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
NC_001417	"Enterobacterio phage MS2, complete genome."	Escherichia coli	train	Escherichia virus MS2	Viruses	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	Levivirus	Escherichia virus MS2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
NC_003299	"Pseudomonas phage phi8 segment L, complete sequence."	Pseudomonas syringae	train	Pseudomonas phage phi8	Viruses	Duplornaviricota	Vidaverviricetes	Mindivirales	Cystoviridae	Cystovirus	Pseudomonas virus phi8	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae
NC_003300	"Pseudomonas phage phi-8 segment M, complete sequence."	Pseudomonas syringae	train	Pseudomonas phage phi8	Viruses	Duplornaviricota	Vidaverviricetes	Mindivirales	Cystoviridae	Cystovirus	Pseudomonas virus phi8	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae
NC_003301	"Pseudomonas phage phi8 segment S, complete sequence."	Pseudomonas syringae	train	Pseudomonas phage phi8	Viruses	Duplornaviricota	Vidaverviricetes	Mindivirales	Cystoviridae	Cystovirus	Pseudomonas virus phi8	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae
NC_003714	"Pseudomonas phage phi-6 segment S, complete sequence."	Pseudomonas syringae	train	Pseudomonas virus phi6	Viruses	Duplornaviricota	Vidaverviricetes	Mindivirales	Cystoviridae	Cystovirus	Pseudomonas virus phi6	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae
NC_003715	"Pseudomonas phage phi-6 segment L, complete sequence."	Pseudomonas syringae	train	Pseudomonas virus phi6	Viruses	Duplornaviricota	Vidaverviricetes	Mindivirales	Cystoviridae	Cystovirus	Pseudomonas virus phi6	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae
NC_003716	"Pseudomonas phage phi-6 segment M, complete sequence."	Pseudomonas syringae	train	Pseudomonas virus phi6	Viruses	Duplornaviricota	Vidaverviricetes	Mindivirales	Cystoviridae	Cystovirus	Pseudomonas virus phi6	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae
NC_004170	"Pseudomonas phage phi-13 segment S, complete sequence."	Pseudomonas syringae	train	Pseudomonas phage phi13	Viruses	Duplornaviricota	Vidaverviricetes	Mindivirales	Cystoviridae	Cystovirus	Pseudomonas virus phi13	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae
NC_004171	"Pseudomonas phage phi-13 segment M, complete sequence."	Pseudomonas syringae	train	Pseudomonas phage phi13	Viruses	Duplornaviricota	Vidaverviricetes	Mindivirales	Cystoviridae	Cystovirus	Pseudomonas virus phi13	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae
NC_004172	"Pseudomonas phage phi13 segment L, complete genome."	Pseudomonas syringae	train	Pseudomonas phage phi13	Viruses	Duplornaviricota	Vidaverviricetes	Mindivirales	Cystoviridae	Cystovirus	Pseudomonas virus phi13	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae
NC_004173	"Pseudomonas phage phi-12 segment L, complete sequence."	Pseudomonas syringae	train	Pseudomonas phage phi12	Viruses	Duplornaviricota	Vidaverviricetes	Mindivirales	Cystoviridae	Cystovirus	Pseudomonas virus phi12	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae
NC_004174	"Pseudomonas phage phi-12 segment S, complete sequence."	Pseudomonas syringae	train	Pseudomonas phage phi12	Viruses	Duplornaviricota	Vidaverviricetes	Mindivirales	Cystoviridae	Cystovirus	Pseudomonas virus phi12	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae
NC_004175	"Pseudomonas phage phi-12 segment M, complete sequence."	Pseudomonas syringae	train	Pseudomonas phage phi12	Viruses	Duplornaviricota	Vidaverviricetes	Mindivirales	Cystoviridae	Cystovirus	Pseudomonas virus phi12	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae
NC_004820	"Bacillus prophage phBC6A51, complete genome."	Bacillus cereus	train	Bacillus phage phBC6A51	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Bacillus phage phBC6A51	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
NC_004821	"Bacillus prophage phBC6A52, complete genome."	Bacillus cereus	train	Bacillus phage phBC6A52	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Bacillus phage phBC6A52	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
NC_001628	"Pseudomonas phage PP7, complete genome."	Pseudomonas aeruginosa	train	Pseudomonas phage PP7	Viruses	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	NA	Pseudomonas phage PP7	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
NC_002072	"Streptococcus phage DT1, complete genome."	Streptococcus thermophilus	train	Streptococcus virus DT1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Moineauvirus	Streptococcus virus DT1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus thermophilus
NC_006552	"Pseudomonas phage F116, complete genome."	Pseudomonas aeruginosa	train	Pseudomonas virus F116	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Hollowayvirus	Pseudomonas virus F116	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
NC_004928	"Enterobacteria phage RB69, complete genome."	Escherichia coli	train	Enterobacteria phage RB69 (RB69)	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Mosigvirus	Escherichia virus RB69	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
NC_005859	"Enterobacteria phage T5, complete genome."	Escherichia coli	train	Escherichia virus T5	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Escherichia virus T5	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
NC_006936	"Lactobacillus phage phiJL-1, complete genome."	Lactobacillus plantarum	train	Lactobacillus virus phiJL1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Coetzeevirus	Lactobacillus virus phiJL1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus plantarum
NC_006945	"Bacillus phage GIL16c, complete genome."	Bacillus thuringiensis	train	Bacillus phage GIL16c	Viruses	Preplasmiviricota	Tectiliviricetes	Kalamavirales	Tectiviridae	Betatectivirus	Bacillus virus GIL16	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
NC_006949	"Enterobacteria phage ES18, complete genome."	Salmonella typhimurium	train	Enterobacteria phage ES18	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Enterobacteria phage ES18	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	salmonella typhimurium
NC_005045	"Pseudomonas phage phiKMV, complete genome."	Pseudomonas aeruginosa	train	Pseudomonas phage phiKMV	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Phikmvvirus	Pseudomonas virus phiKMV	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
NC_005069	"Yersinia phage PY54, complete genome."	Yersinia enterocolitica	train	Yersinia phage PY54	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Yersinia phage PY54	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Yersinia enterocolitica
NC_002796	"Lactococcus phage BK5-T, complete genome."	Lactococcus lactis	train	Lactococcus phage BK5-T	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Lactococcus phage BK5-T	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
NC_007021	"Staphylococcus phage Twort, complete genome."	Staphylococcus aureus	train	Staphylococcus phage Twort	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Herelleviridae	Twortvirus	Staphylococcus virus Twort	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
NC_007019	"Streptococcus phage 2972, complete genome."	Streptococcus thermophilus	train	Streptococcus virus 2972	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Brussowvirus	Streptococcus virus 2972	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus thermophilus
NC_007024	"Xanthomonas phage Xp15, complete genome."	Xanthomonas campestris	train	Xanthomonas phage Xp15	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Xanthomonas phage Xp15	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas campestris
NC_007050	"Staphylococcus phage 85, complete genome."	Staphylococcus aureus	train	Staphylococcus virus 85	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Phietavirus	Staphylococcus virus 85	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
NC_007066	"Staphylococcus phage G1, complete genome."	Staphylococcus aureus	train	Staphylococcus virus G1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Herelleviridae	Kayvirus	Staphylococcus virus G1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
NC_007045	"Staphylococcus phage PT1028, complete genome."	Staphylococcus aureus	train	Staphylococcus phage PT1028	Viruses	NA	NA	NA	NA	NA	Staphylococcus phage PT1028	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
NC_007046	"Staphylococcus phage 66, complete genome."	Staphylococcus aureus	train	Staphylococcus phage 66	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Rosenblumvirus	Staphylococcus virus 66	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
NC_007048	"Staphylococcus phage 69, complete genome."	Staphylococcus aureus	train	Staphylococcus virus 69	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Phietavirus	Staphylococcus virus 69	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
NC_007049	"Staphylococcus phage 53, complete genome."	Staphylococcus aureus	train	Staphylococcus virus 53	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Phietavirus	Staphylococcus virus 53	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
NC_007051	"Staphylococcus phage 2638A, complete genome."	Staphylococcus aureus	train	Staphylococcus phage 2638A	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Fibralongavirus	Staphylococcus virus 2638A	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
NC_007052	"Staphylococcus phage 42e, complete genome."	Staphylococcus aureus	train	Staphylococcus virus 42e	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Triavirus	Staphylococcus virus 42e	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
NC_007053	"Staphylococcus phage 3A, complete genome."	Staphylococcus aureus	train	Staphylococcus virus 3a (3A)	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Triavirus	Staphylococcus virus 3a	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
NC_007054	"Staphylococcus phage 47, complete genome."	Staphylococcus aureus	train	Staphylococcus virus 47	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Triavirus	Staphylococcus virus 47	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
NC_007055	"Staphylococcus phage 37, complete genome."	Staphylococcus aureus	train	Staphylococcus virus 37	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Phietavirus	Staphylococcus virus 37	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
NC_007056	"Staphylococcus phage EW, complete genome."	Staphylococcus aureus	train	Staphylococcus virus EW	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Phietavirus	Staphylococcus virus EW	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
NC_007057	"Staphylococcus phage 96, complete genome."	Staphylococcus aureus	train	Staphylococcus virus 96	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Phietavirus	Staphylococcus virus 96	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
NC_007058	"Staphylococcus phage ROSA, complete genome."	Staphylococcus aureus	train	Staphylococcus phage ROSA	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Phietavirus	Staphylococcus phage ROSA	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
NC_007059	"Staphylococcus phage 71, complete genome."	Staphylococcus aureus	train	Staphylococcus virus 71	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Phietavirus	Staphylococcus virus 71	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
NC_007060	"Staphylococcus phage 55, complete genome."	Staphylococcus aureus	train	Staphylococcus virus 55	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Phietavirus	Staphylococcus virus 55	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
NC_007061	"Staphylococcus phage 29, complete genome."	Staphylococcus aureus	train	Staphylococcus virus 29	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Phietavirus	Staphylococcus virus 29	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
NC_007062	"Staphylococcus phage 52A, complete genome."	Staphylococcus aureus	train	Staphylococcus virus 52a	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Phietavirus	Staphylococcus virus 52a	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
